,budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection_id,collection_name,release_year,returncon
215,21000000,"Comedy, Drama",9382,3.030309,1995-02-03,23450000,115.0,Boys on the Side,6.3,48,,,1995,1.1166666666666667
216,0,"Drama, Family",6715,2.686342,1995-04-21,0,97.0,The Cure,7.2,58,,,1995,0.0
217,0,"Thriller, Drama, Horror, Mystery",18256,2.26977,1995-08-04,0,95.0,Castle Freak,5.8,40,,,1995,0.0
218,0,"Drama, Family, Romance",22625,2.605521,1995-03-16,0,103.0,Circle of Friends,6.5,30,,,1995,0.0
219,27000,Comedy,2292,10.513367,1994-09-13,3151130,92.0,Clerks,7.4,769,182813.0,Clerks Collection,1994,116.70851851851852
220,25000000,"Romance, Drama, Comedy",1909,7.438934,1994-10-01,22200000,97.0,Don Juan DeMarco,6.3,184,,,1994,0.888
221,55000000,"Drama, Thriller, Crime, Mystery, Romance",8984,11.812244,1994-12-09,214015089,123.0,Disclosure,5.9,217,,,1994,3.891183436363636
222,0,Thriller,61813,0.155859,1995-01-01,0,0.0,Dream Man,2.5,1,,,1995,0.0
223,45000000,"Action, Adventure, Thriller",4954,9.579155,1994-12-08,0,101.0,Drop Zone,5.1,91,,,1994,0.0
224,0,"Crime, Comedy, Fantasy",62488,0.710671,1995-04-28,0,0.0,Destiny Turns on the Radio,5.3,9,,,1995,0.0
225,0,"Drama, Thriller, Mystery",10531,5.484156,1994-05-04,0,103.0,Death and the Maiden,7.1,92,,,1994,0.0
226,0,"Crime, Drama, Mystery",11929,5.8025,1995-03-24,0,132.0,Dolores Claiborne,7.1,183,,,1995,0.0
227,16000000,Comedy,8467,9.844558,1994-12-16,247275374,107.0,Dumb and Dumber,6.5,1894,96665.0,Dumb and Dumber Collection,1994,15.454710875
228,0,"Comedy, Drama, Romance",10451,4.860016,1994-08-03,7294403,123.0,Eat Drink Man Woman,7.5,76,,,1994,0.0
229,0,"Drama, Mystery",20156,5.378467,1994-09-24,0,103.0,Exotica,6.5,64,,,1994,0.0
230,0,"Thriller, Comedy, Crime, Romance",18395,4.322726,1994-10-14,6841570,113.0,Exit to Eden,4.3,28,,,1994,0.0
231,18000000,"Comedy, Drama, History",522,11.720358,1994-09-27,5887457,127.0,Ed Wood,7.3,639,,,1994,0.32708094444444447
232,0,"Comedy, Romance",397,9.146544,1995-05-05,0,111.0,French Kiss,6.2,179,,,1995,0.0
233,0,"Comedy, Drama, Romance",10525,16.236745,1995-05-19,0,101.0,Forget Paris,6.1,38,,,1995,0.0
234,0,"Action, Adventure, Drama, Family",27985,2.657337,1995-01-13,0,87.0,Far from Home: The Adventures of Yellow Dog,5.6,27,,,1995,0.0
235,0,"Romance, Animation, Family, Comedy, Adventure",15789,10.177977,1995-04-07,35348597,78.0,A Goofy Movie,6.7,404,410261.0,A Goofy Movie Collection,1995,0.0
236,15000000,"Drama, Thriller",27303,8.182165,1995-03-03,12201255,103.0,Hideaway,5.0,24,,,1995,0.813417
237,0,"Drama, Family, Fantasy",21183,4.953936,1995-06-02,0,96.0,Fluke,6.6,48,,,1995,0.0
238,0,"History, Drama",10954,8.935058,1994-12-07,0,111.0,Farinelli,5.9,20,,,1994,0.0
239,0,"Drama, Family, Fantasy",47867,0.398924,1995-05-12,3992809,90.0,Gordy,3.0,4,,,1995,0.0
240,0,"Fantasy, Animation, Science Fiction, Family",43475,0.090452,1995-12-01,0,77.0,Gumby: The Movie,5.0,2,,,1995,0.0
241,0,"Drama, Action, Thriller, Crime",72031,1.012197,1994-09-16,0,109.0,The Glass Shield,5.4,9,,,1994,0.0
242,700000,Documentary,14275,9.47666,1994-09-12,7830611,171.0,Hoop Dreams,7.7,91,,,1994,11.186587142857142
243,5000000,"Drama, Fantasy",1024,9.438042,1994-09-02,3049135,99.0,Heavenly Creatures,6.9,299,,,1994,0.609827
244,10500000,"Comedy, Family",17207,2.688562,1995-01-06,26325256,113.0,Houseguest,6.0,17,,,1995,2.507167238095238
245,120,"Drama, Music, Romance",13701,7.983666,1994-12-16,0,121.0,Immortal Beloved,6.9,90,,,1994,0.0
246,0,"Comedy, Family, Drama",14819,9.546707,1995-02-17,17689177,100.0,Heavyweights,6.0,97,,,1995,0.0
247,0,"Action, Thriller",32631,2.756986,1995-02-24,0,106.0,The Hunted,6.0,25,,,1995,0.0
248,25000000,"Comedy, Drama, Romance",11777,5.146352,1994-12-24,0,100.0,I.Q.,5.9,112,,,1994,0.0
249,60000000,"Horror, Romance",628,11.970205,1994-11-11,223664608,123.0,Interview with the Vampire,7.2,1558,217704.0,The Vampire Chronicles,1994,3.7277434666666664
250,14000000,"Drama, Romance",87729,1.596058,1995-03-31,2474000,139.0,Jefferson in Paris,5.2,10,,,1995,0.1767142857142857
251,0,"Comedy, Crime",18713,0.748846,1995-02-03,0,82.0,The Jerky Boys,4.8,10,,,1995,0.0
252,60000000,"Comedy, Family, Romance",6280,6.710215,1994-11-22,37000000,109.0,Junior,4.7,381,,,1994,0.6166666666666667
253,0,"Action, Drama, Mystery, Thriller",9061,9.195256,1995-02-17,0,102.0,Just Cause,6.0,124,,,1995,0.0
254,0,"Adventure, Fantasy, Comedy, Science Fiction, Family",37108,5.874511,1995-08-11,0,89.0,A Kid in King Arthur's Court,4.3,40,,,1995,0.0
255,40000000,"Action, Crime, Drama, Thriller",6071,7.797512,1995-04-21,0,101.0,Kiss of Death,5.7,83,,,1995,0.0
256,11000000,"Adventure, Action, Science Fiction",11,42.149697,1977-05-25,775398007,121.0,Star Wars,8.1,6778,10.0,Star Wars Collection,1977,70.49072790909091
257,18000000,"Drama, Romance",9587,9.774994,1994-12-21,0,115.0,Little Women,7.0,222,,,1994,0.0
258,17000000,"Drama, Family, Fantasy",19101,7.731725,1995-05-10,0,97.0,A Little Princess,7.4,207,,,1995,0.0
259,0,Drama,49980,0.84508,1994-02-18,0,101.0,Ladybird Ladybird,7.4,14,,,1994,0.0
260,10000000,"Crime, Drama",17961,1.948315,1994-02-16,0,100.0,L'Enfer,6.6,22,,,1994,0.0
261,2000000,"Drama, Romance",18183,4.126083,1992-04-16,21665468,105.0,Like Water for Chocolate,6.6,70,,,1992,10.832734
262,30000000,"Adventure, Drama, Romance, War",4476,12.199047,1994-12-16,160638883,133.0,Legends of the Fall,7.2,636,,,1994,5.354629433333334
263,0,"Adventure, Comedy, Family",11008,9.253362,1995-03-24,0,95.0,Major Payne,6.1,164,,,1995,0.0
264,0,"Action, Drama",47504,1.861292,1994-10-27,0,98.0,Little Odessa,6.4,31,,,1994,0.0
265,0,"Crime, Drama",32325,1.788829,1994-06-08,0,92.0,Mi Vida Loca,5.7,9,,,1994,0.0
266,60000000,"Drama, Romance",43742,3.290192,1994-10-21,0,108.0,Love Affair,4.3,11,,,1994,0.0
267,17000000,Drama,28313,7.698526,1995-03-17,7603766,106.0,Losing Isaiah,6.4,28,,,1995,0.44728035294117646
268,0,"Comedy, Drama, History",11318,4.81307,1994-12-28,0,107.0,The Madness of King George,6.7,67,,,1994,0.0
269,45000000,"Drama, Horror, Science Fiction, Romance",3036,14.287753,1994-11-04,112006296,123.0,Mary Shelley's Frankenstein,6.1,272,,,1994,2.4890288
270,0,"Action, Comedy, Family",40490,2.558118,1995-03-03,0,96.0,Man of the House,5.1,40,,,1995,0.0
271,15000000,"Comedy, Drama, Romance",24070,2.899608,1994-12-21,0,97.0,Mixed Nuts,5.2,37,,,1994,0.0
272,0,"Comedy, Romance",8986,3.770115,1994-08-31,18137661,108.0,Milk Money,5.6,49,,,1994,0.0
273,0,"Fantasy, Drama, Family",10510,5.831622,1994-11-18,46264384,114.0,Miracle on 34th Street,6.4,199,,,1994,0.0
274,6,"Comedy, Romance",17402,1.137266,1995-01-27,5,95.0,Miami Rhapsody,5.6,7,,,1995,0.8333333333333334
275,5500000,"Comedy, Drama",38722,3.121288,1995-05-03,0,128.0,My Family,7.0,11,,,1995,0.0
276,0,"Crime, Drama",8438,9.518564,1995-01-20,17381942,122.0,Murder in the First,6.9,140,,,1995,0.0
277,0,"Drama, Comedy",11593,2.891269,1994-12-23,0,110.0,Nobody's Fool,7.0,56,,,1994,0.0
278,31000000,"Drama, Thriller",1945,5.930957,1994-12-23,106683817,112.0,Nell,6.1,128,,,1994,3.4414134516129034
279,0,"Crime, Drama",39310,0.629955,1995-04-19,0,98.0,New Jersey Drive,6.9,7,,,1995,0.0
280,0,"Action, Thriller, Crime, Drama",109560,0.004537,1993-08-14,0,93.0,New York Cop,0.0,0,,,1993,0.0
281,4800000,Horror,56428,0.426952,1994-04-22,0,89.0,Beyond Bedlam,4.0,4,,,1994,0.0
282,0,"Science Fiction, Action, Thriller",63105,1.466491,1995-09-26,0,83.0,Nemesis 2 - Nebula,4.6,10,286948.0,Nemesis Collection,1995,0.0
283,0,"Drama, Romance",131957,0.769522,1995-03-03,0,100.0,Nina Takes a Lover,7.4,4,,,1995,0.0
284,34000000,"Crime, Thriller, Drama",241,11.226856,1994-08-25,50282766,119.0,Natural Born Killers,6.9,927,,,1994,1.4789048823529412
285,0,"Comedy, Drama, Romance",9058,4.936761,1994-09-17,0,115.0,Only You,6.4,92,,,1994,0.0
286,0,Drama,527,4.025276,1994-09-02,2201126,99.0,Once Were Warriors,7.6,106,300546.0,Once were Warriors Collection,1994,0.0
287,0,"Drama, Romance, Thriller",18220,6.448039,1996-01-16,0,106.0,Poison Ivy II: Lily,4.6,32,48188.0,Poison Ivy Collection,1996,0.0
288,50000000,"Action, Drama, Science Fiction, Thriller",6950,13.676444,1995-03-10,189859560,127.0,Outbreak,6.4,522,,,1995,3.7971912
289,16000000,"Thriller, Crime, Drama",101,20.477329,1994-09-14,45284974,110.0,Leon: The Professional,8.2,4293,,,1994,2.830310875
290,11000000,"Comedy, Drama, Romance",63020,1.433544,1995-05-12,2832826,113.0,The Perez Family,6.6,9,,,1995,0.25752963636363635
291,0,"Comedy, Drama, Romance",2307,0.463307,1995-04-28,0,94.0,A Pyromaniac's Love Story,7.0,2,,,1995,0.0
292,8000000,"Thriller, Crime",680,140.950236,1994-09-10,213928762,154.0,Pulp Fiction,8.3,8670,,,1994,26.74109525
293,0,Drama,41478,7.160149,1995-11-10,6834525,124.0,Panther,6.4,6,,,1995,0.0
294,400000,"Comedy, Drama",25296,1.638622,1992-02-01,152322,105.0,Pushing Hands,6.1,9,,,1992,0.380805
295,0,"Drama, Romance",40156,1.881932,1994-01-01,4176932,98.0,Priest,6.4,32,,,1994,0.0
296,0,"History, Drama",11450,7.772505,1994-09-16,0,133.0,Quiz Show,7.1,262,,,1994,0.0
297,0,"Drama, History",30304,1.296912,1995-05-05,0,94.0,Picture Bride,7.4,5,,,1995,0.0
298,0,"Drama, History",10452,4.405405,1994-05-13,0,162.0,Queen Margot,7.0,67,,,1994,0.0
299,32000000,"Action, Western",12106,7.54701,1995-02-09,18552460,107.0,The Quick and the Dead,6.2,431,,,1995,0.579764375
300,22000000,"Drama, Comedy",161495,3.395867,1995-03-01,12400000,108.0,Roommates,6.4,7,,,1995,0.5636363636363636
301,15000000,"Drama, Comedy",3586,6.259433,1994-12-23,11300653,133.0,Prêt-à-Porter,5.3,33,,,1994,0.7533768666666667
302,0,"Drama, Mystery, Romance",110,7.832755,1994-05-27,0,99.0,Three Colors: Red,7.8,246,131.0,Three Colors Collection,1994,0.0
303,0,"Drama, Music, Mystery",108,8.843517,1993-01-10,0,98.0,Three Colors: Blue,7.7,311,131.0,Three Colors Collection,1993,0.0
304,0,"Comedy, Drama, Mystery",109,6.5898,1994-01-26,0,91.0,Three Colors: White,7.3,218,131.0,Three Colors Collection,1994,0.0
305,0,Drama,159185,0.078257,1994-10-14,0,111.0,"Red Firecracker, Green Firecracker",7.0,2,,,1994,0.0
306,0,"Comedy, Family, TV Movie",36357,1.155255,1995-01-01,0,85.0,Rent-a-Kid,5.1,15,,,1995,0.0
307,0,"Horror, Drama",92769,0.499601,1995-10-03,0,90.0,Relative Fear,4.7,3,,,1995,0.0
308,0,"Comedy, Drama",28033,1.390885,1995-04-12,0,95.0,Stuart Saves His Family,5.0,6,,,1995,0.0
309,35000000,Animation,22586,8.910462,1994-11-18,9771658,89.0,The Swan Princess,6.5,251,144200.0,Swan Princess Series,1994,0.27919022857142856
310,0,"Drama, Family, Fantasy",14334,1.750481,1994-01-01,0,97.0,The Secret of Roan Inish,6.1,15,,,1994,0.0
311,45000000,"Action, Thriller",2636,10.388183,1994-10-07,170362582,110.0,The Specialist,5.5,317,,,1994,3.7858351555555556
312,55000000,"Action, Adventure, Science Fiction",2164,13.328924,1994-10-27,196567262,121.0,Stargate,6.8,942,,,1994,3.5739502181818184
313,22000000,"Fantasy, Drama, Comedy, Family",11395,9.665424,1994-11-10,189833357,97.0,The Santa Clause,6.3,501,53159.0,The Santa Clause Collection,1994,8.628788954545454
314,25000000,"Drama, Crime",278,51.645403,1994-09-23,28341469,142.0,The Shawshank Redemption,8.5,8358,,,1994,1.13365876
315,0,"Crime, Thriller",9905,8.223026,1994-12-22,0,92.0,Shallow Grave,7.0,247,,,1994,0.0
316,0,"Drama, Thriller",87078,1.298224,1993-09-14,102780,96.0,Suture,6.0,7,,,1993,0.0
317,0,"Comedy, Drama",12527,1.777197,1993-01-01,0,108.0,Strawberry and Chocolate,7.1,16,,,1993,0.0
318,0,"Crime, Comedy",20306,5.869261,1994-09-10,0,101.0,Swimming with Sharks,6.7,104,,,1994,0.0
319,32,"Comedy, Drama, Romance",36614,1.407427,1994-07-12,0,100.0,The Sum of Us,6.0,21,,,1994,0.0
320,0,Comedy,27993,5.05806,1995-09-08,0,91.0,Senior Trip,5.7,23,,,1995,0.0
321,0,"Drama, Romance, War",31439,5.260627,1994-06-30,0,125.0,To Live,7.7,62,,,1994,0.0
322,25000000,"Action, Comedy, Fantasy, Science Fiction",9067,7.602087,1995-03-31,4064495,98.0,Tank Girl,5.5,140,,,1995,0.1625798
323,0,"Horror, Comedy, Thriller",9059,9.455342,1995-01-13,0,92.0,Tales from the Crypt: Demon Knight,6.7,96,115142.0,Tales from the Crypt Collection,1995,0.0
324,38000000,"Science Fiction, Action, Adventure, Thriller",193,8.105708,1994-11-17,120000000,118.0,Star Trek: Generations,6.4,461,115570.0,Star Trek: The Next Generation Collection,1994,3.1578947368421053
325,6000000,"Crime, Horror, Thriller",25066,2.86007,1995-05-24,12000000,98.0,Tales from the Hood,5.4,33,,,1995,2.0
326,0,"Drama, Romance",46797,0.704204,1994-04-15,0,115.0,Tom & Viv,5.8,8,,,1994,0.0
327,0,"Thriller, Horror, Science Fiction",12122,6.529879,1995-04-28,0,99.0,Village of the Damned,5.6,165,,,1995,0.0
328,0,Comedy,11381,11.971318,1995-03-31,32648673,97.0,Tommy Boy,6.8,321,,,1995,0.0
329,0,"Drama, Romance",32636,7.039846,1994-09-13,0,119.0,Vanya on 42nd Street,6.1,15,,,1994,0.0
330,6500000,"Thriller, Crime",36141,2.059771,1995-04-28,0,99.0,The Underneath,5.6,15,,,1995,0.0
331,0,"Drama, War",95963,0.620873,1995-02-24,0,88.0,The Walking Dead,6.6,4,,,1995,0.0
332,11000000,"Romance, Drama",1587,10.3919,1993-12-17,10032765,118.0,What's Eating Gilbert Grape,7.5,943,,,1993,0.9120695454545454
333,30000000,"Action, Crime, Science Fiction, Thriller",9271,5.188399,1995-08-04,24048000,106.0,Virtuosity,5.4,163,,,1995,0.8016
334,17000000,"Comedy, Drama, Romance",2064,15.783615,1995-04-21,182057016,103.0,While You Were Sleeping,6.5,340,,,1995,10.709236235294117
335,0,Drama,19855,3.908596,1994-11-04,0,126.0,The War,6.3,39,,,1994,0.0
336,0,"Comedy, Romance",60855,0.372239,1994-09-07,759393,87.0,Double Happiness,5.5,2,,,1994,0.0
337,3000000,"Drama, Comedy, Romance",236,5.254847,1994-09-29,15119639,106.0,Muriel's Wedding,6.9,104,,,1994,5.039879666666667
338,0,"Comedy, Drama, Family",48287,2.15805,1995-08-18,0,94.0,The Baby-Sitters Club,5.3,23,,,1995,0.0
339,15000000,"Comedy, Mystery",3049,11.247957,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,6.4,1684,3167.0,Ace Ventura Collection,1994,7.1478264
340,0,"Drama, Comedy",2759,8.328596,1994-05-31,11220670,104.0,"The Adventures of Priscilla, Queen of the Desert",7.2,174,,,1994,0.0
341,0,"Drama, Music",12635,2.487951,1994-04-01,0,100.0,Backbeat,6.2,37,,,1994,0.0
342,5000000,"Thriller, Drama, Romance",10497,11.298195,1992-09-02,1862805,139.0,Bitter Moon,7.0,115,,,1992,0.372561
343,0,"Action, Comedy, Thriller",11382,5.72288,1994-10-14,0,98.0,Bullets Over Broadway,7.0,130,,,1994,0.0
344,62000000,"Action, Drama, Thriller",9331,7.513245,1994-08-03,215887717,141.0,Clear and Present Danger,6.4,390,192492.0,The Jack Ryan Collection,1994,3.482059951612903
345,45000000,"Drama, Thriller, Crime, Mystery",10731,15.263829,1994-07-20,117615211,119.0,The Client,6.4,287,,,1994,2.6136713555555557
346,0,"Comedy, Drama, Family, Romance",10464,6.924689,1994-08-12,0,115.0,"Corrina, Corrina",6.4,83,,,1994,0.0
347,0,"Comedy, Drama",34152,2.533022,1994-05-13,0,115.0,Crooklyn,6.7,31,,,1994,0.0
348,15000000,"Fantasy, Action, Thriller",9495,15.799336,1994-05-11,94000000,102.0,The Crow,7.3,980,9436.0,The Crow Collection,1994,6.266666666666667
349,0,Drama,29973,2.583363,1994-12-02,1007583,128.0,Cobb,6.1,29,,,1994,0.0
350,46000000,"Fantasy, Comedy, Family",888,15.019586,1994-05-26,341631208,91.0,The Flintstones,5.0,559,351684.0,The Flintstones (Live-Action) Collection,1994,7.426765391304348
351,55000000,"Comedy, Drama, Romance",13,48.307194,1994-07-06,677945399,142.0,Forrest Gump,8.2,8147,,,1994,12.326279981818182
352,6000000,"Comedy, Drama, Romance",712,8.990345,1994-03-09,254700832,117.0,Four Weddings and a Funeral,6.6,654,,,1994,42.45013866666667
353,0,"Romance, Drama, Crime",16295,7.817811,1995-01-11,38290723,127.0,Higher Learning,6.4,49,,,1995,0.0
354,0,"Comedy, Drama, Romance",48992,0.289295,1994-10-14,1777020,104.0,I Like It Like That,6.3,4,,,1994,0.0
355,45000000,"Action, Comedy, Romance",10879,3.570874,1994-06-29,61947267,123.0,I Love Trouble,5.3,41,,,1994,1.3766059333333334
356,0,"Comedy, Drama, Romance",10660,11.272073,1994-07-29,0,101.0,It Could Happen to You,6.1,154,,,1994,0.0
357,0,"Adventure, Drama, Family",10714,10.714235,1994-12-23,0,111.0,The Jungle Book,5.9,107,,,1994,0.0
358,0,"Documentary, Foreign",41647,0.568884,1993-09-11,449707,180.0,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5,,,1993,0.0
359,45000000,"Family, Animation, Drama",8587,21.605761,1994-06-23,788241776,89.0,The Lion King,8.0,5520,94032.0,The Lion King Collection,1994,17.516483911111113
360,35000000,"Drama, History",1689,5.681522,1993-12-01,4858139,140.0,Little Buddha,6.0,76,,,1993,0.13880397142857143
361,14000000,"Horror, Thriller, Mystery, Fantasy",11596,9.860522,1994-10-13,18090181,112.0,New Nightmare,6.4,297,8581.0,A Nightmare on Elm Street Collection,1994,1.2921557857142858
362,23000000,"Romance, Comedy, Crime, Fantasy",854,14.13488,1994-07-29,351583407,101.0,The Mask,6.6,2550,43072.0,The Mask Collection,1994,15.286235086956522
363,0,"Action, Adventure, Comedy, Drama, Western",9359,15.050326,1994-05-20,0,127.0,Maverick,6.6,490,,,1994,0.0
364,0,Drama,23333,4.739054,1994-09-07,0,125.0,Mrs. Parker and the Vicious Circle,6.3,20,,,1994,0.0
365,30000000,"Comedy, Crime",36593,10.587232,1994-03-18,51132598,83.0,The Naked Gun 33⅓: The Final Insult,6.4,535,37139.0,Naked Gun Collection,1994,1.7044199333333334
366,6000000,"Comedy, Drama",12280,4.006063,1994-03-18,0,112.0,The Paper,6.1,40,,,1994,0.0
367,11500000,Drama,2788,6.514592,1994-02-18,20079850,99.0,Reality Bites,6.5,180,,,1994,1.7460739130434784
368,8000000,"Crime, Drama, Thriller",10427,5.137903,1993-07-08,2000000,98.0,Red Rock West,6.4,71,,,1993,0.25
369,40000000,"Comedy, Family",11011,6.595255,1994-12-19,0,95.0,Ri¢hie Ri¢h,5.4,426,167985.0,Richie Rich Collection,1994,0.0
370,0,Drama,49803,4.931565,1994-12-01,0,98.0,Safe Passage,4.9,7,,,1994,0.0
371,45000000,"Action, Adventure, Crime, Thriller",8987,10.511241,1994-09-30,0,111.0,The River Wild,6.1,214,,,1994,0.0
372,30000000,"Action, Adventure, Crime",1637,10.859292,1994-06-09,350448145,116.0,Speed,6.8,1814,43064.0,Speed Collection,1994,11.681604833333333
373,0,"Comedy, Romance",15128,2.334226,1994-12-16,0,99.0,Speechless,5.5,24,,,1994,0.0
374,27000000,"Thriller, Science Fiction, Action, Crime",8831,8.907074,1994-09-15,101646581,99.0,Timecop,5.5,288,170452.0,Timecop Collection,1994,3.764688185185185
375,115000000,"Action, Thriller",36955,11.396099,1994-07-14,378882411,141.0,True Lies,6.8,1138,,,1994,3.2946296608695653
376,0,"Drama, Romance",10449,4.322544,1994-04-29,50021959,126.0,When a Man Loves a Woman,6.0,71,,,1994,0.0
377,0,Fantasy,10395,14.063845,1994-06-17,0,125.0,Wolf,6.0,221,,,1994,0.0
378,63000000,"Drama, Action, Western",12160,9.277147,1994-06-24,25052000,191.0,Wyatt Earp,6.5,203,,,1994,0.39765079365079364
379,0,"Action, Crime, Romance, Thriller",40480,0.912415,1995-01-20,0,108.0,Bad Company,4.9,12,,,1995,0.0
380,0,"Comedy, Drama",52038,0.406113,1994-12-22,953,99.0,A Man of No Importance,6.5,2,,,1994,0.0
381,0,"Comedy, Drama",29444,2.504529,1994-09-15,0,96.0,S.F.W.,6.1,22,,,1994,0.0
382,10000000,"Action, Comedy, Crime",26352,3.021526,1994-11-23,29392418,100.0,A Low Down Dirty Shame,6.0,31,,,1994,2.9392418
383,0,Drama,39953,0.054148,1994-09-30,0,91.0,"Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1,,,1994,0.0
384,0,Drama,41580,0.934312,1994-01-01,0,110.0,Colonel Chabert,5.9,9,,,1994,0.0
385,45000,"Action, Crime",315,4.220541,1965-08-06,0,83.0,"Faster, Pussycat! Kill! Kill!",6.5,59,,,1965,0.0
386,7000000,"Crime, Drama, Romance",22067,0.912909,1994-09-28,20851521,119.0,Jason's Lyric,5.9,9,,,1994,2.9787887142857143
387,0,"Animation, Science Fiction",18242,0.381704,1993-12-10,0,61.0,The Secret Adventures of Tom Thumb,7.1,8,,,1993,0.0
388,35000000,"Action, Adventure, Thriller",11667,13.58449,1994-12-22,99423521,102.0,Street Fighter,4.1,330,261203.0,Street Fighter,1994,2.8406720285714284
389,0,"Action, Comedy",32502,2.342756,1995-09-15,0,92.0,Coldblooded,6.7,13,,,1995,0.0
390,0,,267188,0.251223,1997-12-31,0,97.0,Desert Winds,0.0,0,,,1997,0.0
391,0,"Action, Adventure, Crime, Drama, Thriller",28732,1.108494,1995-05-13,0,88.0,Fall Time,6.3,6,,,1995,0.0
392,0,"Horror, Thriller",75555,0.268043,1995-01-20,0,98.0,The Fear,3.4,7,439409.0,Fear Collection,1995,0.0
393,0,Documentary,42981,0.142357,1995-10-20,0,89.0,Frank and Ollie,7.5,4,,,1995,0.0
394,0,"Romance, Adventure, Crime, Drama",278939,0.405392,1995-10-24,0,89.0,Girl in the Cadillac,10.0,1,,,1995,0.0
395,0,"Thriller, Drama",291731,0.014925,1995-05-03,0,97.0,Homage,0.0,0,,,1995,0.0
396,0,"Action, Thriller",226229,0.302957,1995-11-21,0,92.0,Mirage,4.0,1,,,1995,0.0
397,0,Comedy,203119,0.012456,1996-05-03,0,97.0,Open Season,0.0,0,,,1996,0.0
398,0,,172923,0.233376,1995-05-26,0,0.0,Dos Crímenes,5.0,1,,,1995,0.0
399,0,Documentary,316098,0.0368,1995-03-01,0,115.0,Brother Minister: The Assassination of Malcolm X,4.0,1,,,1995,0.0
400,26000000,"Action, Fantasy, Science Fiction",8011,6.866634,1994-11-29,36800000,99.0,Highlander: The Final Dimension,4.5,110,8050.0,Highlander Collection,1994,1.4153846153846155
401,0,,171857,0.100685,1995-02-24,0,97.0,Federal Hill,5.0,2,,,1995,0.0
402,8000000,"Horror, Mystery, Thriller",2654,8.497643,1994-12-12,8946600,95.0,In the Mouth of Madness,7.1,307,,,1994,1.118325
